validation_id,time_ms,top_5_hit,time_avg,time_min,time_max,top_5_precision_avg
,,,2.3732060185185184,0.0,78.0,0.7118634259259259
4113,15,0
4114,0,1
4115,0,1
4116,0,1
4117,0,1
4118,0,1
4119,0,1
4120,0,0
4121,0,1
4122,0,1
4123,0,1
4124,16,1
4125,0,1
4126,0,1
4127,0,1
4128,16,1
4129,0,0
4130,0,1
4131,0,1
4132,0,1
4133,0,0
4134,0,1
4135,0,1
4136,0,1
4137,0,1
4138,0,0
4139,0,1
4140,0,1
4141,0,1
4142,0,1
4143,0,1
4144,0,0
4145,0,1
4146,0,0
4147,0,1
4148,0,1
4149,16,1
4150,0,1
4151,0,0
4152,0,0
4153,0,1
4154,0,1
4155,0,0
4156,0,1
4157,0,1
4158,0,1
4159,0,1
4160,0,1
4161,0,1
4162,0,0
4163,0,0
4164,0,1
4165,0,1
4166,0,1
4167,0,1
4168,0,1
4169,0,1
4170,0,1
4171,0,1
4172,0,1
4173,16,0
4174,0,1
4175,0,1
4176,0,1
4177,0,1
4178,0,0
4179,0,1
4180,0,0
4181,0,1
4182,0,1
4183,0,0
4184,15,0
4185,0,1
4186,0,0
4187,16,1
4188,0,1
4189,0,1
4190,0,1
4191,0,1
4192,0,1
4193,0,1
4194,0,1
4195,0,0
4196,0,0
4197,0,1
4198,0,1
4199,0,1
4200,0,0
4201,15,1
4202,0,0
4203,0,0
4204,0,1
4205,16,1
4206,0,1
4207,0,1
4208,0,1
4209,16,1
4210,0,0
4211,0,1
4212,0,1
4213,0,1
4214,0,0
4215,15,1
4216,0,0
4217,0,1
4218,0,1
4219,0,1
4220,0,0
4221,16,1
4222,0,0
4223,0,1
4224,0,0
4225,0,1
4226,0,1
4227,15,0
4228,0,1
4229,0,1
4230,0,1
4231,0,1
4232,0,1
4233,0,1
4234,0,1
4235,0,1
4236,0,1
4237,16,1
4238,0,1
4239,0,1
4240,16,1
4241,0,0
4242,0,1
4243,0,1
4244,0,0
4245,15,1
4246,0,1
4247,0,1
4248,0,1
4249,0,0
4250,0,1
4251,0,1
4252,0,1
4253,0,1
4254,0,0
4255,16,0
4256,0,1
4257,0,1
4258,0,0
4259,16,0
4260,0,1
4261,0,1
4262,0,1
4263,0,0
4264,0,0
4265,15,0
4266,0,1
4267,0,0
4268,0,1
4269,0,0
4270,0,1
4271,16,0
4272,0,0
4273,0,1
4274,0,0
4275,0,1
4276,0,1
4277,15,0
4278,0,1
4279,0,0
4280,0,1
4281,0,1
4282,0,0
4283,0,1
4284,0,0
4285,0,1
4286,16,0
4287,0,1
4288,0,1
4289,0,0
4290,0,1
4291,0,1
4292,0,1
4293,0,1
4294,0,0
4295,16,1
4296,0,1
4297,0,1
4298,0,1
4299,0,1
4300,0,0
4301,15,0
4302,0,1
4303,0,1
4304,0,0
4305,0,1
4306,0,1
4307,0,1
4308,0,1
4309,0,0
4310,0,1
4311,0,1
4312,16,1
4313,0,0
4314,0,0
4315,0,0
4316,0,1
4317,0,1
4318,0,0
4319,0,1
4320,0,1
4321,0,1
4322,0,1
4323,0,0
4324,0,0
4325,16,0
4326,0,1
4327,0,1
4328,0,1
4329,0,1
4330,15,1
4331,0,1
4332,0,0
4333,16,0
4334,0,0
4335,0,0
4336,15,1
4337,0,1
4338,0,1
4339,0,0
4340,16,1
4341,0,1
4342,0,1
4343,0,0
4344,0,1
4345,0,0
4346,0,0
4347,0,1
4348,0,1
4349,0,1
4350,0,1
4351,16,0
4352,0,0
4353,15,0
4354,0,1
4355,0,0
4356,0,0
4357,0,1
4358,0,1
4359,16,0
4360,0,1
4361,0,0
4362,0,1
4363,0,0
4364,0,1
4365,0,1
4366,0,0
4367,0,0
4368,16,1
4369,0,1
4370,0,0
4371,0,1
4372,0,1
4373,0,1
4374,0,1
4375,0,1
4376,0,1
4377,0,0
4378,16,1
4379,0,1
4380,0,0
4381,0,1
4382,0,1
4383,0,0
4384,0,1
4385,0,0
4386,15,1
4387,0,0
4388,16,1
4389,0,0
4390,0,1
4391,0,1
4392,16,1
4393,0,1
4394,0,0
4395,0,1
4396,0,1
4397,0,1
4398,0,1
4399,16,1
4400,0,0
4401,0,1
4402,0,0
4403,0,1
4404,0,1
4405,0,1
4406,0,1
4407,0,0
4408,0,1
4409,16,0
4410,0,1
4411,0,1
4412,0,1
4413,16,1
4414,0,0
4415,0,1
4416,0,0
4417,0,1
4418,0,1
4419,15,0
4420,0,1
4421,0,1
4422,16,0
4423,0,1
4424,0,1
4425,0,1
4426,0,1
4427,0,1
4428,0,0
4429,16,0
4430,0,0
4431,0,0
4432,15,1
4433,0,1
4434,0,0
4435,0,1
4436,0,1
4437,0,0
4438,16,0
4439,0,0
4440,0,1
4441,16,0
4442,0,1
4443,0,1
4444,15,0
4445,0,1
4446,0,0
4447,0,1
4448,0,1
4449,0,1
4450,16,1
4451,0,1
4452,0,1
4453,0,0
4454,0,1
4455,0,0
4456,15,1
4457,0,0
4458,0,1
4459,0,1
4460,0,1
4461,0,0
4462,0,1
4463,0,1
4464,0,0
4465,16,1
4466,0,1
4467,0,1
4468,0,1
4469,0,0
4470,0,1
4471,0,1
4472,16,0
4473,0,0
4474,0,1
4475,0,1
4476,15,1
4477,0,1
4478,0,1
4479,0,0
4480,0,0
4481,16,1
4482,0,0
4483,0,0
4484,15,0
4485,0,1
4486,0,0
4487,0,1
4488,16,1
4489,0,1
4490,0,1
4491,0,1
4492,0,1
4493,0,1
4494,16,1
4495,0,1
4496,0,1
4497,0,1
4498,0,1
4499,0,1
4500,0,1
4501,15,1
4502,0,0
4503,0,1
4504,0,1
4505,0,1
4506,0,0
4507,16,0
4508,0,1
4509,0,1
4510,0,0
4511,0,0
4512,16,0
4513,0,1
4514,0,0
4515,0,1
4516,0,1
4517,0,1
4518,0,0
4519,15,1
4520,0,1
4521,0,0
4522,0,1
4523,0,1
4524,0,1
4525,0,1
4526,0,0
4527,0,0
4528,0,1
4529,0,1
4530,16,1
4531,0,1
4532,0,1
4533,0,0
4534,0,1
4535,0,0
4536,0,1
4537,15,1
4538,0,1
4539,0,0
4540,0,1
4541,16,0
4542,0,0
4543,0,1
4544,0,0
4545,0,0
4546,0,0
4547,0,0
4548,0,0
4549,0,1
4550,0,1
4551,16,0
4552,0,0
4553,0,0
4554,15,0
4555,0,1
4556,0,1
4557,0,1
4558,16,1
4559,0,1
4560,0,0
4561,0,1
4562,0,0
4563,0,0
4564,0,1
4565,0,1
4566,16,1
4567,0,1
4568,0,1
4569,15,1
4570,0,0
4571,0,0
4572,0,1
4573,0,0
4574,0,0
4575,0,0
4576,0,0
4577,0,1
4578,0,1
4579,0,0
4580,0,1
4581,16,1
4582,0,0
4583,15,0
4584,0,0
4585,0,1
4586,0,1
4587,0,1
4588,0,1
4589,0,1
4590,0,0
4591,0,1
4592,0,1
4593,16,0
4594,0,1
4595,0,0
4596,0,0
4597,0,1
4598,0,1
4599,0,0
4600,0,1
4601,16,0
4602,0,0
4603,0,0
4604,15,1
4605,0,0
4606,0,1
4607,16,0
4608,0,1
4609,0,1
4610,0,1
4611,0,0
4612,16,1
4613,0,1
4614,0,1
4615,0,0
4616,0,1
4617,0,1
4618,0,1
4619,0,0
4620,0,1
4621,15,0
4622,0,1
4623,0,0
4624,0,0
4625,0,1
4626,0,0
4627,0,0
4628,0,1
4629,16,1
4630,0,0
4631,0,0
4632,0,1
4633,15,1
4634,0,1
4635,0,1
4636,0,1
4637,0,1
4638,0,1
4639,0,0
4640,0,0
4641,0,0
4642,0,1
4643,0,1
4644,0,0
4645,0,0
4646,16,0
4647,0,1
4648,0,0
4649,0,0
4650,0,1
4651,0,1
4652,0,1
4653,0,0
4654,0,1
4655,0,1
4656,0,1
4657,16,1
4658,0,1
4659,0,1
4660,0,1
4661,0,0
4662,0,1
4663,0,1
4664,0,1
4665,15,0
4666,0,1
4667,0,1
4668,16,1
4669,0,1
4670,0,1
4671,0,0
4672,0,1
4673,0,1
4674,16,0
4675,0,1
4676,0,1
4677,0,1
4678,0,1
4679,0,1
4680,0,1
4681,0,0
4682,0,0
4683,0,1
4684,15,0
4685,0,1
4686,0,0
4687,0,0
4688,0,1
4689,0,1
4690,0,0
4691,0,0
4692,0,1
4693,0,1
4694,0,0
4695,0,1
4696,0,1
4697,0,1
4698,0,0
4699,0,1
4700,0,0
4701,0,1
4702,0,1
4703,15,1
4704,0,0
4705,0,1
4706,0,0
4707,0,1
4708,0,1
4709,0,0
4710,0,1
4711,0,1
4712,0,1
4713,0,0
4714,16,1
4715,0,1
4716,0,0
4717,0,1
4718,0,1
4719,0,0
4720,15,0
4721,0,1
4722,0,1
4723,0,0
4724,0,1
4725,0,1
4726,16,1
4727,0,1
4728,0,1
4729,0,1
4730,0,1
4731,0,1
4732,16,0
4733,0,0
4734,0,1
4735,0,1
4736,0,1
4737,0,0
4738,15,0
4739,0,0
4740,0,0
4741,0,1
4742,0,1
4743,0,0
4744,0,1
4745,16,1
4746,0,1
4747,0,1
4748,0,1
4749,0,0
4750,0,1
4751,0,1
4752,0,1
4753,0,1
4754,0,0
4755,15,1
4756,0,1
4757,0,1
4758,0,0
4759,0,1
4760,0,1
4761,0,1
4762,16,0
4763,0,1
4764,0,0
4765,0,0
4766,0,1
4767,16,0
4768,0,0
4769,0,1
4770,0,0
4771,0,0
4772,0,1
4773,0,1
4774,0,1
4775,0,1
4776,15,0
4777,0,0
4778,0,1
4779,0,1
4780,0,1
4781,0,1
4782,0,1
4783,16,1
4784,0,1
4785,0,0
4786,0,0
4787,0,0
4788,0,1
4789,16,1
4790,0,1
4791,0,1
4792,0,1
4793,0,1
4794,15,0
4795,0,0
4796,0,1
4797,0,1
4798,16,1
4799,0,0
4800,0,1
4801,0,1
4802,15,1
4803,0,1
4804,0,1
4805,0,1
4806,0,0
4807,0,0
4808,16,1
4809,0,0
4810,0,1
4811,0,1
4812,0,1
4813,0,1
4814,0,1
4815,0,1
4816,0,1
4817,16,0
4818,0,0
4819,0,1
4820,0,1
4821,0,1
4822,0,0
4823,0,0
4824,0,1
4825,0,1
4826,0,1
4827,0,1
4828,0,1
4829,0,1
4830,0,1
4831,0,1
4832,15,1
4833,0,1
4834,0,1
4835,0,1
4836,16,0
4837,0,1
4838,0,0
4839,15,1
4840,0,1
4841,0,0
4842,0,0
4843,0,1
4844,0,0
4845,16,1
4846,0,1
4847,0,0
4848,0,1
4849,0,1
4850,0,1
4851,0,0
4852,0,1
4853,16,0
4854,0,0
4855,0,1
4856,0,1
4857,0,0
4858,15,1
4859,0,0
4860,0,1
4861,0,1
4862,0,1
4863,0,0
4864,16,0
4865,0,1
4866,0,1
4867,0,0
4868,0,0
4869,0,1
4870,0,0
4871,0,0
4872,0,1
4873,0,0
4874,0,1
4875,0,1
4876,0,1
4877,0,1
4878,16,1
4879,0,0
4880,0,0
4881,0,0
4882,0,1
4883,15,0
4884,0,1
4885,0,1
4886,0,1
4887,0,1
4888,0,1
4889,0,0
4890,0,0
4891,16,1
4892,0,1
4893,0,0
4894,0,1
4895,0,1
4896,0,1
4897,0,1
4898,15,1
4899,0,1
4900,0,1
4901,0,1
4902,0,1
4903,16,0
4904,0,1
4905,0,1
4906,0,0
4907,0,1
4908,0,1
4909,16,1
4910,0,1
4911,0,1
4912,0,1
4913,0,0
4914,0,1
4915,15,1
4916,0,0
4917,0,0
4918,0,1
4919,16,0
4920,0,1
4921,0,1
4922,0,1
4923,0,1
4924,0,0
4925,0,1
4926,16,1
4927,0,0
4928,0,0
4929,0,1
4930,0,1
4931,0,0
4932,0,0
4933,0,1
4934,0,1
4935,0,0
4936,0,1
4937,16,1
4938,0,1
4939,0,1
4940,0,0
4941,0,1
4942,0,1
4943,15,1
4944,0,0
4945,0,1
4946,0,1
4947,0,1
4948,0,1
4949,0,1
4950,0,0
4951,0,1
4952,0,1
4953,0,0
4954,0,0
4955,16,0
4956,0,0
4957,0,1
4958,0,1
4959,0,1
4960,0,1
4961,0,0
4962,0,1
4963,15,1
4964,0,1
4965,0,1
4966,0,1
4967,0,0
4968,0,1
4969,0,0
4970,0,0
4971,0,1
4972,0,1
4973,0,1
4974,0,0
4975,0,1
4976,16,0
4977,0,1
4978,0,1
4979,0,1
4980,0,1
4981,15,1
4982,0,1
4983,0,0
4984,0,1
4985,0,1
4986,16,1
4987,0,1
4988,0,0
4989,0,1
4990,15,1
4991,0,1
4992,0,1
4993,0,1
4994,0,1
4995,0,1
4996,0,0
4997,16,1
4998,0,0
4999,0,1
5000,0,1
5001,0,0
5002,0,1
5003,0,1
5004,0,0
5005,0,1
5006,0,1
5007,0,1
5008,16,0
5009,0,1
5010,0,1
5011,15,1
5012,0,1
5013,0,1
5014,0,1
5015,0,1
5016,0,0
5017,0,0
5018,0,0
5019,0,1
5020,0,0
5021,0,1
5022,16,0
5023,0,0
5024,0,1
5025,0,0
5026,16,1
5027,0,1
5028,0,1
5029,0,0
5030,0,1
5031,0,1
5032,0,1
5033,0,1
5034,0,1
5035,0,0
5036,0,1
5037,0,1
5038,0,1
5039,0,1
5040,0,0
5041,0,0
5042,0,0
5043,0,1
5044,0,1
5045,0,1
5046,0,1
5047,16,0
5048,0,1
5049,0,1
5050,0,1
5051,0,0
5052,0,1
5053,0,1
5054,0,0
5055,0,0
5056,15,1
5057,0,0
5058,0,0
5059,16,1
5060,0,1
5061,0,1
5062,0,0
5063,0,1
5064,0,0
5065,0,1
5066,0,1
5067,0,1
5068,0,1
5069,0,1
5070,16,0
5071,0,0
5072,0,1
5073,0,1
5074,0,1
5075,0,1
5076,0,1
5077,0,1
5078,0,1
5079,0,1
5080,0,0
5081,0,1
5082,0,1
5083,0,1
5084,16,1
5085,0,1
5086,0,0
5087,0,1
5088,16,1
5089,0,1
5090,0,0
5091,0,1
5092,0,0
5093,0,1
5094,15,0
5095,0,1
5096,0,1
5097,0,1
5098,0,0
5099,0,1
5100,0,1
5101,0,1
5102,0,1
5103,15,0
5104,0,0
5105,0,0
5106,0,0
5107,0,0
5108,0,1
5109,16,0
5110,0,1
5111,0,0
5112,0,0
5113,0,0
5114,0,1
5115,16,1
5116,0,1
5117,0,1
5118,15,1
5119,0,1
5120,0,1
5121,0,1
5122,16,0
5123,0,0
5124,0,0
5125,0,1
5126,0,1
5127,16,0
5128,0,1
5129,15,1
5130,0,1
5131,16,1
5132,0,0
5133,0,1
5134,0,0
5135,0,0
5136,0,1
5137,0,1
5138,0,0
5139,0,0
5140,0,1
5141,0,1
5142,0,0
5143,0,1
5144,0,0
5145,16,0
5146,0,1
5147,0,1
5148,0,1
5149,0,1
5150,0,0
5151,0,1
5152,16,1
5153,0,1
5154,0,0
5155,0,1
5156,0,1
5157,0,1
5158,0,1
5159,15,1
5160,0,1
5161,0,0
5162,0,1
5163,0,1
5164,0,0
5165,0,0
5166,0,1
5167,0,1
5168,0,1
5169,0,1
5170,0,1
5171,0,1
5172,0,1
5173,0,1
5174,0,1
5175,16,1
5176,0,1
5177,0,1
5178,0,0
5179,15,0
5180,0,1
5181,0,1
5182,0,0
5183,0,1
5184,0,1
5185,16,1
5186,0,0
5187,0,1
5188,0,0
5189,0,0
5190,15,0
5191,0,1
5192,0,1
5193,0,1
5194,0,0
5195,0,0
5196,16,0
5197,0,1
5198,0,0
5199,0,1
5200,0,1
5201,0,1
5202,0,0
5203,0,1
5204,0,1
5205,0,1
5206,0,1
5207,0,0
5208,0,1
5209,16,0
5210,0,0
5211,0,0
5212,0,1
5213,15,0
5214,0,1
5215,0,0
5216,0,0
5217,0,1
5218,0,0
5219,16,0
5220,0,1
5221,0,1
5222,0,1
5223,0,1
5224,0,1
5225,16,0
5226,0,0
5227,15,1
5228,0,1
5229,0,1
5230,0,0
5231,0,0
5232,16,0
5233,0,0
5234,0,0
5235,15,1
5236,0,1
5237,0,1
5238,0,1
5239,0,1
5240,0,1
5241,0,1
5242,0,1
5243,0,1
5244,16,0
5245,0,1
5246,0,1
5247,0,1
5248,0,0
5249,0,1
5250,16,0
5251,0,1
5252,0,1
5253,0,1
5254,0,0
5255,0,1
5256,15,0
5257,0,1
5258,0,1
5259,0,1
5260,16,1
5261,0,1
5262,0,1
5263,0,0
5264,0,1
5265,0,1
5266,0,0
5267,15,1
5268,0,0
5269,0,1
5270,0,1
5271,0,1
5272,17,1
5273,2,1
5274,6,0
5275,7,0
5276,0,1
5277,0,1
5278,2,1
5279,0,0
5280,0,1
5281,0,1
5282,0,1
5283,0,0
5284,0,1
5285,0,1
5286,0,1
5287,0,1
5288,0,1
5289,0,1
5290,0,1
5291,0,0
5292,0,0
5293,0,1
5294,16,0
5295,0,0
5296,0,1
5297,0,1
5298,0,1
5299,16,0
5300,0,0
5301,0,1
5302,0,1
5303,15,1
5304,0,0
5305,0,0
5306,0,0
5307,0,1
5308,0,1
5309,0,1
5310,0,0
5311,16,1
5312,0,1
5313,0,1
5314,0,1
5315,0,0
5316,0,1
5317,0,1
5318,0,0
5319,16,1
5320,0,0
5321,0,1
5322,0,0
5323,16,0
5324,1,1
5325,6,0
5326,1,1
5327,0,1
5328,0,1
5329,3,0
5330,7,0
5331,1,0
5332,0,1
5333,0,1
5334,0,1
5335,0,0
5336,0,1
5337,0,0
5338,16,1
5339,0,1
5340,0,1
5341,0,0
5342,0,1
5343,0,1
5344,0,1
5345,0,1
5346,0,0
5347,15,0
5348,0,1
5349,0,1
5350,0,0
5351,0,0
5352,0,1
5353,16,0
5354,0,1
5355,0,0
5356,0,0
5357,0,1
5358,0,0
5359,0,1
5360,0,1
5361,0,1
5362,0,0
5363,0,1
5364,0,1
5365,0,1
5366,0,0
5367,0,1
5368,0,0
5369,0,1
5370,16,1
5371,0,1
5372,0,1
5373,0,1
5374,16,0
5375,0,0
5376,0,0
5377,0,1
5378,0,0
5379,0,1
5380,0,1
5381,0,1
5382,0,1
5383,0,0
5384,0,1
5385,0,0
5386,0,1
5387,0,1
5388,0,1
5389,16,1
5390,0,1
5391,0,0
5392,16,0
5393,0,0
5394,0,1
5395,0,1
5396,15,0
5397,0,1
5398,0,1
5399,0,1
5400,0,0
5401,0,1
5402,0,0
5403,16,1
5404,0,1
5405,15,1
5406,0,1
5407,0,1
5408,0,1
5409,16,1
5410,0,1
5411,0,1
5412,0,0
5413,0,1
5414,0,1
5415,0,1
5416,16,1
5417,0,0
5418,0,1
5419,0,1
5420,0,1
5421,0,1
5422,15,1
5423,0,0
5424,16,0
5425,0,0
5426,0,1
5427,0,1
5428,15,1
5429,0,1
5430,0,0
5431,16,1
5432,0,1
5433,16,1
5434,0,1
5435,0,1
5436,0,1
5437,15,0
5438,0,0
5439,16,1
5440,0,1
5441,0,1
5442,16,1
5443,0,1
5444,0,0
5445,0,1
5446,0,1
5447,0,1
5448,0,1
5449,15,0
5450,0,0
5451,0,1
5452,0,1
5453,0,1
5454,0,1
5455,0,1
5456,16,1
5457,0,0
5458,0,1
5459,0,0
5460,0,0
5461,0,1
5462,0,0
5463,0,1
5464,0,0
5465,0,1
5466,0,1
5467,15,0
5468,0,1
5469,0,1
5470,0,1
5471,0,1
5472,0,0
5473,0,1
5474,0,1
5475,0,1
5476,0,1
5477,0,1
5478,0,1
5479,16,0
5480,0,1
5481,0,1
5482,0,0
5483,0,0
5484,0,0
5485,0,1
5486,0,0
5487,0,0
5488,16,0
5489,0,0
5490,0,1
5491,0,1
5492,0,1
5493,0,0
5494,0,0
5495,0,1
5496,15,1
5497,0,0
5498,0,1
5499,0,1
5500,0,0
5501,0,1
5502,0,1
5503,16,1
5504,0,1
5505,0,1
5506,0,1
5507,0,1
5508,0,0
5509,0,0
5510,0,0
5511,0,1
5512,0,1
5513,0,1
5514,0,1
5515,0,1
5516,0,1
5517,16,0
5518,0,1
5519,0,0
5520,0,1
5521,0,1
5522,0,0
5523,0,1
5524,0,1
5525,0,1
5526,0,1
5527,15,1
5528,0,0
5529,0,0
5530,0,1
5531,0,0
5532,0,1
5533,16,1
5534,0,1
5535,0,1
5536,0,0
5537,0,1
5538,16,1
5539,0,0
5540,0,1
5541,0,1
5542,15,0
5543,0,1
5544,0,1
5545,16,0
5546,0,0
5547,0,1
5548,0,0
5549,0,1
5550,0,0
5551,0,1
5552,0,1
5553,0,1
5554,0,1
5555,15,1
5556,0,1
5557,0,0
5558,0,1
5559,0,1
5560,0,1
5561,0,0
5562,0,1
5563,16,0
5564,0,0
5565,0,1
5566,0,1
5567,0,1
5568,0,0
5569,0,1
5570,0,1
5571,0,0
5572,0,0
5573,0,1
5574,0,1
5575,15,0
5576,0,1
5577,0,1
5578,0,0
5579,0,1
5580,0,1
5581,16,1
5582,0,1
5583,0,0
5584,15,0
5585,0,0
5586,0,1
5587,16,1
5588,0,1
5589,0,1
5590,0,0
5591,0,1
5592,0,0
5593,15,0
5594,0,1
5595,0,1
5596,0,0
5597,0,1
5598,0,1
5599,0,1
5600,16,1
5601,0,1
5602,0,1
5603,0,0
5604,0,1
5605,16,1
5606,0,0
5607,0,1
5608,0,1
5609,0,1
5610,0,1
5611,0,1
5612,15,1
5613,0,0
5614,0,1
5615,0,1
5616,0,1
5617,0,1
5618,0,1
5619,0,0
5620,0,1
5621,0,1
5622,0,1
5623,0,1
5624,0,1
5625,0,1
5626,0,1
5627,0,1
5628,0,1
5629,16,1
5630,0,1
5631,0,1
5632,0,1
5633,0,1
5634,0,1
5635,0,0
5636,0,1
5637,15,1
5638,0,1
5639,0,0
5640,0,1
5641,0,0
5642,16,0
5643,0,1
5644,0,1
5645,0,1
5646,0,1
5647,0,1
5648,0,1
5649,0,0
5650,0,0
5651,0,1
5652,0,1
5653,0,1
5654,0,1
5655,0,1
5656,0,0
5657,0,1
5658,15,0
5659,0,0
5660,0,1
5661,0,1
5662,0,0
5663,0,0
5664,0,0
5665,0,1
5666,16,1
5667,0,1
5668,0,0
5669,0,1
5670,0,1
5671,0,0
5672,0,0
5673,16,0
5674,0,1
5675,0,1
5676,0,1
5677,0,0
5678,15,0
5679,0,0
5680,0,1
5681,0,1
5682,0,1
5683,16,0
5684,0,1
5685,0,1
5686,0,0
5687,0,1
5688,15,0
5689,0,1
5690,0,1
5691,0,0
5692,16,1
5693,0,1
5694,0,1
5695,0,1
5696,0,1
5697,0,0
5698,16,1
5699,0,1
5700,0,1
5701,0,0
5702,0,1
5703,0,1
5704,0,1
5705,0,0
5706,0,1
5707,0,1
5708,0,1
5709,0,1
5710,0,1
5711,0,1
5712,16,0
5713,0,0
5714,0,1
5715,15,1
5716,0,0
5717,0,1
5718,16,0
5719,0,0
5720,0,1
5721,16,0
5722,0,0
5723,0,1
5724,0,1
5725,15,0
5726,0,0
5727,0,1
5728,16,1
5729,0,1
5730,0,1
5731,0,1
5732,0,1
5733,0,1
5734,0,1
5735,0,1
5736,0,1
5737,0,1
5738,0,1
5739,16,1
5740,0,0
5741,0,0
5742,15,1
5743,0,1
5744,0,1
5745,0,1
5746,0,1
5747,0,1
5748,0,1
5749,16,0
5750,0,1
5751,0,1
5752,0,0
5753,0,1
5754,0,1
5755,0,0
5756,0,0
5757,15,1
5758,0,1
5759,0,0
5760,0,1
5761,16,0
5762,0,1
5763,0,1
5764,0,1
5765,0,1
5766,0,0
5767,0,1
5768,16,0
5769,0,1
5770,0,1
5771,0,1
5772,15,1
5773,0,0
5774,0,0
5775,0,1
5776,0,0
5777,0,1
5778,0,0
5779,0,1
5780,16,1
5781,0,0
5782,0,1
5783,16,1
5784,0,1
5785,0,1
5786,15,1
5787,0,1
5788,0,1
5789,0,0
5790,0,0
5791,0,0
5792,0,1
5793,0,1
5794,16,0
5795,0,1
5796,0,1
5797,0,1
5798,0,1
5799,0,1
5800,0,1
5801,0,1
5802,0,1
5803,15,1
5804,0,1
5805,0,0
5806,16,1
5807,0,1
5808,0,0
5809,0,1
5810,16,1
5811,0,1
5812,0,1
5813,0,0
5814,0,0
5815,0,1
5816,15,1
5817,0,1
5818,0,1
5819,0,1
5820,0,1
5821,0,1
5822,0,1
5823,0,1
5824,0,1
5825,0,0
5826,0,1
5827,0,1
5828,0,0
5829,0,1
5830,16,0
5831,0,1
5832,0,0
5833,0,1
5834,0,1
5835,0,1
5836,0,1
5837,15,0
5838,0,0
5839,0,1
5840,16,0
5841,0,1
5842,15,1
5843,0,0
5844,0,1
5845,0,0
5846,0,0
5847,0,0
5848,0,0
5849,0,1
5850,16,1
5851,0,0
5852,0,0
5853,0,1
5854,16,1
5855,0,1
5856,0,1
5857,0,1
5858,0,1
5859,0,1
5860,15,0
5861,0,1
5862,0,1
5863,0,0
5864,0,1
5865,0,1
5866,16,1
5867,0,0
5868,0,1
5869,0,0
5870,0,1
5871,0,1
5872,16,0
5873,0,1
5874,0,1
5875,0,0
5876,0,1
5877,15,1
5878,0,0
5879,0,0
5880,16,1
5881,0,1
5882,0,1
5883,0,1
5884,0,1
5885,15,0
5886,0,0
5887,16,1
5888,0,1
5889,0,1
5890,0,1
5891,0,1
5892,16,1
5893,0,1
5894,0,0
5895,0,0
5896,15,1
5897,0,0
5898,0,0
5899,0,0
5900,0,0
5901,16,0
5902,0,1
5903,0,1
5904,0,1
5905,16,1
5906,0,1
5907,0,1
5908,0,0
5909,0,1
5910,0,1
5911,0,0
5912,15,0
5913,0,1
5914,0,0
5915,0,1
5916,0,1
5917,0,1
5918,0,1
5919,16,0
5920,0,1
5921,15,0
5922,0,1
5923,0,1
5924,0,1
5925,0,0
5926,0,1
5927,16,1
5928,0,1
5929,0,1
5930,0,1
5931,0,1
5932,16,0
5933,0,0
5934,0,1
5935,0,1
5936,0,0
5937,0,1
5938,15,1
5939,0,1
5940,0,1
5941,0,0
5942,0,1
5943,0,1
5944,16,1
5945,0,1
5946,0,0
5947,0,1
5948,0,1
5949,0,1
5950,15,0
5951,0,1
5952,0,0
5953,0,0
5954,16,1
5955,0,0
5956,0,1
5957,0,1
5958,0,1
5959,0,1
5960,0,0
5961,0,1
5962,16,1
5963,0,0
5964,0,1
5965,0,1
5966,15,1
5967,0,1
5968,0,0
5969,0,0
5970,0,1
5971,0,0
5972,16,0
5973,0,1
5974,0,1
5975,0,0
5976,16,0
5977,0,1
5978,0,1
5979,0,0
5980,0,1
5981,0,1
5982,0,0
5983,15,0
5984,0,1
5985,0,1
5986,0,1
5987,0,1
5988,0,1
5989,0,1
5990,16,1
5991,0,1
5992,0,1
5993,0,1
5994,15,1
5995,0,1
5996,16,0
5997,0,1
5998,0,1
5999,0,0
6000,0,1
6001,0,1
6002,0,1
6003,0,1
6004,0,1
6005,0,0
6006,0,1
6007,0,1
6008,0,0
6009,0,1
6010,0,0
6011,0,1
6012,0,1
6013,0,1
6014,0,1
6015,0,1
6016,0,1
6017,0,1
6018,0,0
6019,0,0
6020,0,1
6021,0,1
6022,0,1
6023,15,0
6024,0,1
6025,0,1
6026,0,1
6027,0,1
6028,0,1
6029,0,1
6030,0,0
6031,0,1
6032,0,0
6033,0,1
6034,0,0
6035,0,1
6036,0,1
6037,0,1
6038,16,1
6039,0,0
6040,16,1
6041,0,1
6042,0,0
6043,0,1
6044,0,0
6045,0,1
6046,0,1
6047,0,1
6048,0,0
6049,0,1
6050,0,1
6051,0,1
6052,0,1
6053,0,0
6054,0,1
6055,0,1
6056,0,1
6057,0,0
6058,15,0
6059,0,1
6060,0,0
6061,0,0
6062,0,0
6063,0,1
6064,0,0
6065,0,1
6066,0,1
6067,16,1
6068,0,0
6069,0,0
6070,16,1
6071,0,0
6072,0,1
6073,0,1
6074,0,1
6075,15,0
6076,0,0
6077,0,1
6078,16,1
6079,0,1
6080,0,0
6081,0,1
6082,0,0
6083,0,1
6084,0,0
6085,16,0
6086,0,1
6087,0,1
6088,0,0
6089,15,1
6090,0,1
6091,0,1
6092,0,0
6093,16,0
6094,0,0
6095,0,1
6096,0,1
6097,0,0
6098,0,1
6099,0,1
6100,15,1
6101,0,0
6102,0,1
